desfecho,estimativa,ep_ingenuo,p_ingenuo,p_wcb,p_aleatorizacao,ic_baixo,ic_alto,ic_inv_baixo,ic_inv_alto,estratos,nivel,nivel_ep_welch,nivel_p_welch,nivel_p_wcb,nivel_p_perm,nivel_jack_min,nivel_jack_max,nivel_jack_cod_min,nivel_jack_cod_max,nivel_n_tratados,nivel_n_controles,mde,n_municipios,fonte
peso_medio,6.807527296377357,20.204425750267305,0.7361677991252941,0.757,0.7935,-46.45438744476053,57.84497801590016,-45.7820873645246,59.79554812895282,global,-35.329099450316555,14.423924644702907,0.01431181732119107,0.0225,0.024,-41.70147962370268,-28.871078551365827,230445,230490,169,15,,184,real
