desenho,g1,g0,tratados_ausentes,mde_agrupado_g,mde_por_unidade_g,tau_g,fracao_nasc_pico,meses_pico,delta_minimo_f10_g,delta_minimo_f25_g,delta_minimo_f50_g,sigma_individual_g,file,scope
nivel,7,177,,50.59429251113403,43.54435202724352,24.94236505873721,0.3218628679316676,"2,3,4,5",1352.8852305040703,541.154092201628,270.577046100814,597.109121551676,nascimentos_ce_muni_mes.parquet,all
calendario,7,177,,100.69715357217513,82.48849146238346,27.132451467768192,0.3218628679316676,"2,3,4,5",824.8849146238346,329.95396584953386,164.97698292476693,597.109121551676,nascimentos_ce_muni_mes.parquet,all
nivel,7,344,,67.87361272016317,49.52023939706456,33.96555541449875,0.31874018421834543,"2,3,4,5",1553.6239811903317,621.4495924761327,310.72479623806635,587.9479956319991,nascimentos_ce_muni_mes__uf23-24.parquet,all
calendario,7,344,,124.63103690469853,75.89905975827041,0.0,0.31874018421834543,"2,3,4,5",758.990597582704,303.59623903308164,151.79811951654082,587.9479956319991,nascimentos_ce_muni_mes__uf23-24.parquet,all
nivel,7,177,,50.59429251113403,43.54435202724352,24.94236505873721,0.3218628679316676,"2,3,4,5",1352.8852305040703,541.154092201628,270.577046100814,597.109121551676,nascimentos_ce_muni_mes__uf23-24.parquet,ce_only
calendario,7,177,,100.69715357217513,82.48849146238346,27.132451467768192,0.3218628679316676,"2,3,4,5",824.8849146238346,329.95396584953386,164.97698292476693,597.109121551676,nascimentos_ce_muni_mes__uf23-24.parquet,ce_only
