tempo_evento,estimativa,erro_padrao,valor_critico,ic_inf,ic_sup,meia_largura,pre,desfecho,exposicao,fonte
-12,-0.0115729982494752,0.00580045797606181,2.77502955219402,-0.0276694405493062,0.00452344405035589,0.0160964422998311,TRUE,taxa_obito_fetal,share_gestacao_pos_ban,real
-11,0.00369947898123021,0.00512664298668298,2.77502955219402,-0.0105271068103633,0.0179260647728237,0.0142265857915935,TRUE,taxa_obito_fetal,share_gestacao_pos_ban,real
-10,-0.00266435813589384,0.00541252395029379,2.77502955219402,-0.0176842720499171,0.0123555557781294,0.0150199139140232,TRUE,taxa_obito_fetal,share_gestacao_pos_ban,real
-9,0.00253311277819279,0.00461593107905656,2.77502955219402,-0.01027623237708,0.0153424579334656,0.0128093451552728,TRUE,taxa_obito_fetal,share_gestacao_pos_ban,real
-8,0.00122747585010293,0.00486660727261483,2.77502955219402,-0.0122775031503256,0.0147324548505314,0.0135049790004285,TRUE,taxa_obito_fetal,share_gestacao_pos_ban,real
-7,-0.000552301516835791,0.00484870640602984,2.77502955219402,-0.0140076050834811,0.0129030020498095,0.0134553035666453,TRUE,taxa_obito_fetal,share_gestacao_pos_ban,real
-6,0.00561195494235933,0.00581761874859334,2.77502955219402,-0.0105321090083852,0.0217560188931039,0.0161440639507445,TRUE,taxa_obito_fetal,share_gestacao_pos_ban,real
-5,-0.0059354348795096,0.00687201701782116,2.77502955219402,-0.0250054851871436,0.0131346154281244,0.019070050307634,TRUE,taxa_obito_fetal,share_gestacao_pos_ban,real
-4,0.00490269912154309,0.00787441807404213,2.77502955219402,-0.0169490437402546,0.0267544419833407,0.0218517428617977,TRUE,taxa_obito_fetal,share_gestacao_pos_ban,real
-3,-0.00286573308154644,0.00524972438174069,2.77502955219402,-0.0174338733817504,0.0117024072186575,0.0145681403002039,TRUE,taxa_obito_fetal,share_gestacao_pos_ban,real
-2,-5.86869659212515e-05,0.00656386356397969,2.77502955219402,-0.0182736023325345,0.018156228400692,0.0182149153666132,TRUE,taxa_obito_fetal,share_gestacao_pos_ban,real
-1,0.000535870809607734,0.00402608973069766,2.77502955219402,-0.0106366471728632,0.0117083887920786,0.0111725179824709,TRUE,taxa_obito_fetal,share_gestacao_pos_ban,real
0,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
1,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
2,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
3,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
4,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
5,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
6,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
7,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
8,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
9,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
10,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
11,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
12,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
13,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
14,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
15,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
16,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
17,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
18,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
19,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
20,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
21,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
22,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
23,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
24,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
25,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
26,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
27,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
28,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
29,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
30,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
31,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
32,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
33,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
34,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
35,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
36,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
37,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
38,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
39,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
40,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
41,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
42,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
43,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
44,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
45,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
46,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
47,,,2.77502955219402,,,,FALSE,taxa_obito_fetal,share_gestacao_pos_ban,real
